ID,time,mood,userID,lng,lat,facebookID,status,code
00156,"2010-12-03 19:32:14",7,00010,0,0,569346452,Check,0
00157,"2010-12-03 19:33:05",3,00010,0,0,569346452,Check,0
00158,"2010-12-03 19:33:40",6,00010,0,0,569346452,Cause,0
00159,"2010-12-03 20:46:59",6,00010,0,0,569346452,"Showing off",0
00160,"2010-12-03 21:34:50",7,00010,0,0,569346452,"Making art",0
00161,"2010-12-03 21:36:15",7,00010,0,0,569346452,Test,0
00162,"2010-12-03 21:47:32",5,00010,0,0,569346452,Test,0
00163,"2010-12-03 21:48:58",4,00010,0,0,569346452,Test,0
00164,"2010-12-03 21:52:36",2,00010,0,0,569346452,Test,0
00165,"2010-12-03 21:57:32",5,00010,0,0,569346452,Test,0
00166,"2010-12-03 22:03:24",8,00010,0,0,569346452,Test,0
00167,"2010-12-03 22:04:04",7,00010,0,0,569346452,Testing,0
00168,"2010-12-03 22:05:09",4,00010,0,0,569346452,Testing,0
00169,"2010-12-03 22:16:13",6,00010,0,0,569346452,Test,0
00170,"2010-12-03 22:17:45",4,00010,0,0,569346452,Test,0
00171,"2010-12-04 12:22:53",5,00010,0,0,569346452,Test,0
00172,"2010-12-05 14:42:39",8,00010,0,0,569346452,Test,0
00173,"2010-12-05 15:03:43",8,00010,0,0,569346452,Test,0
00174,"2010-12-05 18:48:39",4,00010,0,0,569346452,"Talking to my sister",0
00175,"2010-12-05 18:48:49",4,00010,0,0,569346452,"Talking to my sister",0
00176,"2010-12-05 18:51:12",4,00010,0,0,569346452,"Talking to my sister",0
00177,"2010-12-05 18:51:41",4,00010,0,0,569346452,"Talking to my sister",0
00178,"2010-12-05 18:54:45",4,00010,0,0,569346452,"With family",0
00179,"2010-12-06 08:42:11",7,00010,0,0,569346452,"I am enjoying being",0
00180,"2010-12-06 18:24:01",6,00010,0,0,569346452,"An energetic person",0
00181,"2010-12-06 19:06:47",5,00010,0,0,569346452,,0
00182,"2010-12-06 19:13:19",6,00010,0,0,569346452,"Getting images working",0
00183,"2010-12-06 19:15:09",4,00010,0,0,569346452,Blah,0
00184,"2010-12-06 19:30:27",3,00010,0,0,569346452,Test,0
00185,"2010-12-06 19:59:01",3,00010,0,0,569346452,Test,0
00186,"2010-12-08 08:36:32",5,00010,0,0,569346452,"At school",0
00187,"2010-12-08 08:36:33",5,00010,0,0,569346452,"At school",0
00188,"2010-12-10 20:31:53",8,00010,0,0,569346452,Test,0
00189,"2010-12-11 16:24:01",5,00010,0,0,569346452,Test,0
00190,"2010-12-11 20:30:10",5,00010,0,0,569346452,Test,0
00191,"2010-12-11 20:30:33",0,00010,0,0,569346452,Test,0
00192,"2010-12-11 20:51:44",3,00010,0,0,569346452,"Test really really really long mood update with lots of words words words",0
00193,"2010-12-12 14:48:12",6,00010,0,0,569346452,"Because mum made me chicken soup",0
00194,"2010-12-17 17:10:35",5,00010,0,0,569346452,Test,0
00195,"2010-12-20 19:22:26",3,00010,0,0,569346452,Blah,0
00250,"2011-02-03 22:55:03",7,00043,0,0,100001683537577,geotest3,0
00249,"2011-02-03 22:47:12",7,00043,0,0,100001683537577,"flirting with manda",0
00248,"2011-02-03 22:36:19",6,00043,0,0,100001683537577,geotest2,0
00247,"2011-02-03 22:32:03",5,00043,0,0,100001683537577,geotest,0
00246,"2011-01-31 19:41:24",8,00043,0,0,100001683537577,test,0
00203,"2011-01-12 14:04:27",7,00010,0,0,569346452,"Because I am showing Moodoo off to @Amelia Louise Clancy",0
00245,"2011-01-31 18:41:25",9,00043,0,0,100001683537577,"just to see",0
00244,"2011-01-31 12:08:01",7,00043,0,0,100001683537577,test,0
00206,"2011-01-14 10:43:10",3,00010,0,0,569346452,"lost my keys",0
00243,"2011-01-31 12:06:56",7,00043,0,0,100001683537577,test,0
00242,"2011-01-31 12:06:06",1,00043,0,0,100001683537577,"moodpie test",0
00241,"2011-01-29 22:58:27",6,00043,0,0,100001683537577,cause,0
00240,"2011-01-29 22:58:14",5,00043,0,0,100001683537577,yo,0
00239,"2011-01-29 22:57:35",5,00043,0,0,100001683537577,"Yo there",0
00212,"2011-01-15 14:35:05",6,00010,0,0,569346452,"Because i am having lunch with my friends",0
00213,"2011-01-16 16:11:06",7,00010,0,0,569346452,"Up in the mountains",0
00238,"2011-01-29 18:51:25",4,00028,0,0,669276414,,0
00251,"2011-02-03 23:01:59",4,00043,0,0,100001683537577,geotest4,0
00252,"2011-02-04 10:56:47",4,00010,151.151,-33.9154,569346452,"cabin fever",0
00253,"2011-02-04 17:21:44",7,00043,151.151,-33.9154,100001683537577,"Listening to Pearl Jam",0
00254,"2011-02-18 11:01:43",9,00010,0,0,569346452,test,0
00255,"2011-02-18 12:48:25",5,00043,151.151,-33.9155,100001683537577,"test location",0
00256,"2011-02-18 13:04:09",6,00043,0,0,100001683537577,cause,0
00257,"2011-02-18 13:05:50",6,00043,151.151,-33.9154,100001683537577,test,0
00258,"2011-02-19 18:10:20",4,00043,151.151,-33.9154,100001683537577,bored,0
00259,"2011-02-19 18:23:37",3,00043,151.151,-33.9154,100001683537577,"Mangi rubbing my shoulders",0
00260,"2011-02-24 23:15:31",6,00043,151.151,-33.9156,100001683537577,"working on map",0
00261,"2011-02-24 23:17:36",8,00043,150.475,-33.7329,100001683537577,"pretending at my old house",0
00262,"2011-02-26 20:46:29",7,00043,151.135,-33.8894,100001683537577,cause,0
00263,"2011-02-27 12:00:01",6,00043,151.004,-33.8085,100001683537577,"having fun on set",0
00264,"2011-03-10 12:30:25",4,00043,151.074,-33.8764,100001683537577,"At uni",0
00265,"2011-03-10 12:34:00",7,00043,151.078,-33.8753,100001683537577,"testing update",0
00266,"2011-03-10 12:39:56",4,00043,151.074,-33.8764,100001683537577,"are updates ignoring settings?",0
00267,"2011-03-10 14:57:25",6,00010,151.074,-33.8764,569346452,"i dunno",0
00268,"2011-03-10 15:04:17",4,00043,151.074,-33.8764,100001683537577,"bit sick",0
00269,"2011-03-17 16:34:09",6,00044,151.094,-33.8746,522031488,"handed in my assignments",0
00270,"2011-03-24 13:46:07",6,00045,151.094,-33.8746,506304991,"just cause",0
00271,"2011-03-24 13:48:46",7,00043,151.094,-33.8746,100001683537577,"moodoo working!!",0
00272,"2011-04-20 19:53:10",6,00043,151.151,-33.843,100001683537577,"test highlight and drummoyne address",0
00273,"2011-04-20 19:54:40",3,00043,151.151,-33.9154,100001683537577,"Testing highlight again",0
00274,"2011-04-22 16:52:48",7,00043,151.151,-33.9154,100001683537577,Stuff,0
00275,"2011-05-04 08:26:23",5,00023,151.207,-33.8689,841420219,"The sun is shining",0
00276,"2011-06-01 20:17:46",9,00043,151.139,-33.89,100001683537577,"Testing email update",0
00277,"2011-06-01 20:19:53",9,00043,151.207,-33.8689,100001683537577,Cause,0
00278,"2011-06-01 20:43:42",9,00043,151.151,-33.9156,100001683537577,"testing email update again",0
00279,"2011-06-03 11:23:58",9,00010,15.275,68.7092,569346452,"test weird location",0
00280,"2011-06-03 12:30:01",9,00010,114.21,22.3551,569346452,"silly location thingy",0
00281,"2011-06-03 12:30:46",9,00010,0,0,569346452,,0
00282,"2011-06-03 12:36:49",9,00010,151.151,-33.9155,569346452,"with location enabled",0
00283,"2011-06-03 13:02:17",5,00043,151.151,-33.9155,100001683537577,"test unhighlight div",0
00284,"2011-06-03 14:03:35",2,00043,23.6741,38.0222,100001683537577,blah,0
00285,"2011-06-03 17:37:27",5,00043,151.151,-33.9155,100001683537577,"because that bloody question mark worked!",0
00286,"2011-06-03 18:50:09",3,00043,151.151,-33.9155,100001683537577,test,0
00287,"2011-06-06 09:47:57",7,00010,151.151,-33.9155,569346452,test,0
00288,"2011-06-06 13:03:50",4,00010,151.151,-33.9155,569346452,"Because bleh",0
00289,"2011-06-06 13:09:40",9,00010,151.151,-33.9155,569346452,"email works!!",0
00290,"2011-06-11 18:39:26",6,00010,151.151,-33.9155,569346452,"getting teaching work",0
00291,"2011-06-13 19:31:26",3,00043,151.147,-33.841,100001683537577,tired,0
00292,"2011-06-14 20:45:02",6,00043,151.151,-33.9155,100001683537577,"testing wait icon",0
00293,"2011-06-14 20:49:31",6,00043,151.151,-33.9156,100001683537577,"All of this stuff finally seems to be working!",0
00294,"2011-06-14 20:50:30",6,00043,0,0,100001683537577,test,0
00295,"2011-06-14 20:54:05",5,00043,0,0,100001683537577,test,0
00296,"2011-06-18 09:53:31",5,00043,151.145,-33.9192,100001683537577,"testing moodoo at majikats",0
00297,"2011-06-20 19:22:40",4,00043,151.151,-33.9155,100001683537577,"not sure about anything",0
00298,"2011-06-20 20:27:40",0,00043,0,0,100001683537577,"test gloomy",0
00299,"2011-06-20 20:33:48",6,00043,0,0,100001683537577,"more tests",0
00300,"2011-06-20 20:37:29",2,00043,0,0,100001683537577,hehehe,0
00301,"2011-06-20 20:42:01",8,00043,151.151,-33.9155,100001683537577,testing,0
00302,"2011-06-20 20:49:21",3,00043,0,0,100001683537577,test,0
00303,"2011-06-20 20:54:53",5,00043,0,0,100001683537577,testing,0
00304,"2011-06-20 21:03:38",3,00043,0,0,100001683537577,go,0
00305,"2011-06-20 21:05:27",7,00043,0,0,100001683537577,dunno!,0
00306,"2011-06-20 21:13:45",8,00043,0,0,100001683537577,boo,0
00307,"2011-06-23 10:16:28",6,00043,151.151,-33.9155,100001683537577,"got iphone drag working",0
00308,"2011-06-29 08:33:47",4,00043,151.151,-33.9155,100001683537577,"overlapping test",0
00309,"2011-06-29 09:07:58",1,00043,0,0,100001683537577,"testing overlap 2",0
00310,"2011-06-29 09:10:58",4,00043,151.151,-33.9155,100001683537577,"test overlap again",0
00311,"2011-07-05 13:26:34",5,00043,0,0,100001683537577,"at newtown cafe",0
00312,"2011-07-05 15:52:55",9,00043,151.151,-33.9155,100001683537577,"test email code",65535
00313,"2011-07-05 15:56:15",9,00043,0,0,100001683537577,"test email code",16777215
00314,"2011-07-05 15:58:27",9,00043,0,0,100001683537577,"test email code 3",1309820402
00315,"2011-07-05 16:06:01",5,00043,151.151,-33.9155,100001683537577,"testing email link again",0
00316,"2011-07-05 16:13:38",6,00043,0,0,100001683537577,"email link test 5",0
00317,"2011-07-05 16:21:40",9,00043,151.151,-33.9155,100001683537577,test,1309820406
00318,"2011-07-05 16:26:09",9,00043,0,0,100001683537577,"email test 6",1309820405
00319,"2011-07-05 16:33:56",9,00043,0,0,100001683537577,test,1309820413
00320,"2011-07-05 16:35:15",9,00043,0,0,100001683537577,test,1309820412
00321,"2011-07-05 16:37:57",9,00043,0,0,100001683537577,test,1309820415
00322,"2011-07-05 16:40:06",9,00043,0,0,100001683537577,test,1309820416
00323,"2011-07-05 16:43:19",5,00043,0,0,100001683537577,test,0
00324,"2011-07-05 16:44:02",3,00043,0,0,100001683537577,boo,0
00325,"2011-07-05 16:45:07",2,00043,151.151,-33.9154,100001683537577,test,0
